cagr,annualized_vol,max_drawdown,final_multiple,start,alpha_tqqq_drawdown_pct,beta_soxl_drawdown_pct,soxl_exit_rule,soxl_entries,soxl_exits,soxl_days,soxl_day_share,uvix_entries,uvix_exits,low_rsi_entries,low_rsi_exits
1.0708584754628938,0.6608785786605632,-0.7788985123478489,127299.18624815912,2010-02-12,54.5,72.0,hold_until_gspc_open_above_prev_close_sma200,7,7,149,0.036618333742934384,127,126,11,11
1.0708584754628938,0.6608785786605632,-0.7788985123478489,127299.18624815912,2010-02-12,54.5,72.5,hold_until_gspc_open_above_prev_close_sma200,7,7,149,0.036618333742934384,127,126,11,11
1.0722637101147185,0.660401302715747,-0.7722623141707115,128701.17494135437,2010-02-12,54.5,73.0,hold_until_gspc_open_above_prev_close_sma200,6,6,147,0.03612681248463996,127,126,11,11
1.0722637101147185,0.660401302715747,-0.7722623141707115,128701.17494135437,2010-02-12,54.5,73.5,hold_until_gspc_open_above_prev_close_sma200,6,6,147,0.03612681248463996,127,126,11,11
1.075859307441613,0.6603203832685309,-0.7657973788971971,132354.69746921925,2010-02-12,54.5,74.0,hold_until_gspc_open_above_prev_close_sma200,6,6,145,0.03563529122634554,127,126,11,11
1.0839436523605928,0.6596092478748602,-0.7506275330372741,140927.61757570907,2010-02-12,54.5,74.5,hold_until_gspc_open_above_prev_close_sma200,6,6,144,0.03538953059719833,127,126,11,11
1.0839436523605928,0.6596092478748602,-0.7506275330372741,140927.61757570907,2010-02-12,54.5,75.0,hold_until_gspc_open_above_prev_close_sma200,6,6,144,0.03538953059719833,127,126,11,11
1.1151300488838194,0.6525182177369008,-0.6830335183937313,179126.95674941124,2010-02-12,54.5,75.5,hold_until_gspc_open_above_prev_close_sma200,6,6,79,0.01941508970262964,127,126,11,11
1.1186573015461088,0.6524178716137086,-0.6873716389906699,184011.69229089335,2010-02-12,54.5,76.0,hold_until_gspc_open_above_prev_close_sma200,6,6,77,0.018923568444335216,127,126,11,11
1.122026699046418,0.6524339337920755,-0.6782536148144731,188794.2763142492,2010-02-12,54.5,76.5,hold_until_gspc_open_above_prev_close_sma200,5,5,74,0.018186286556893586,127,126,11,11
1.1260167051785523,0.6522949588078308,-0.6683448678591735,194608.52877128398,2010-02-12,54.5,77.0,hold_until_gspc_open_above_prev_close_sma200,5,5,72,0.017694765298599164,127,126,11,11
1.1145431312327894,0.6514390309419069,-0.6683448678591735,178326.06143506494,2010-02-12,54.5,77.5,hold_until_gspc_open_above_prev_close_sma200,3,3,64,0.01572868026542148,127,126,11,11
1.1087620589712688,0.6515155400205052,-0.6826864278196489,170614.81666680842,2010-02-12,54.5,78.0,hold_until_gspc_open_above_prev_close_sma200,3,3,63,0.015482919636274269,127,126,11,11
1.118903967997963,0.6492954847930701,-0.6528027544161039,184357.9224679152,2010-02-12,54.5,78.5,hold_until_gspc_open_above_prev_close_sma200,3,3,56,0.013762595232243794,127,126,11,11
1.1239966476174925,0.6488317832577979,-0.6528027544161039,191644.21831089622,2010-02-12,54.5,79.0,hold_until_gspc_open_above_prev_close_sma200,2,2,53,0.013025313344802163,127,126,11,11
1.1274265596131694,0.6487467618399374,-0.6436381890255651,196702.82978540627,2010-02-12,54.5,79.5,hold_until_gspc_open_above_prev_close_sma200,2,2,52,0.012779552715654952,127,126,11,11
1.138325016769239,0.6486067231881129,-0.6232429364662542,213620.37584429584,2010-02-12,54.5,80.0,hold_until_gspc_open_above_prev_close_sma200,2,2,48,0.01179651019906611,127,126,11,11
1.138325016769239,0.6486067231881129,-0.6232429364662542,213620.37584429584,2010-02-12,54.5,80.5,hold_until_gspc_open_above_prev_close_sma200,2,2,48,0.01179651019906611,127,126,11,11
1.1416853004708782,0.64851407784359,-0.6232429364662542,219105.775130722,2010-02-12,54.5,81.0,hold_until_gspc_open_above_prev_close_sma200,2,2,46,0.011304988940771688,127,126,11,11
1.119639431961311,0.6473962812948592,-0.6232429364662542,185393.8779137257,2010-02-12,54.5,81.5,hold_until_gspc_open_above_prev_close_sma200,1,1,34,0.008355861391005161,127,126,11,11
1.0645579128727913,0.6402792141107387,-0.6568036304375773,121187.47190190839,2010-02-12,54.5,82.0,hold_until_gspc_open_above_prev_close_sma200,0,0,0,0.0,127,126,11,11
1.0645579128727913,0.6402792141107387,-0.6568036304375773,121187.47190190839,2010-02-12,54.5,82.5,hold_until_gspc_open_above_prev_close_sma200,0,0,0,0.0,127,126,11,11
1.0645579128727913,0.6402792141107387,-0.6568036304375773,121187.47190190839,2010-02-12,54.5,83.0,hold_until_gspc_open_above_prev_close_sma200,0,0,0,0.0,127,126,11,11
1.0645579128727913,0.6402792141107387,-0.6568036304375773,121187.47190190839,2010-02-12,54.5,83.5,hold_until_gspc_open_above_prev_close_sma200,0,0,0,0.0,127,126,11,11
1.0645579128727913,0.6402792141107387,-0.6568036304375773,121187.47190190839,2010-02-12,54.5,84.0,hold_until_gspc_open_above_prev_close_sma200,0,0,0,0.0,127,126,11,11
1.0645579128727913,0.6402792141107387,-0.6568036304375773,121187.47190190839,2010-02-12,54.5,84.5,hold_until_gspc_open_above_prev_close_sma200,0,0,0,0.0,127,126,11,11
1.0645579128727913,0.6402792141107387,-0.6568036304375773,121187.47190190839,2010-02-12,54.5,85.0,hold_until_gspc_open_above_prev_close_sma200,0,0,0,0.0,127,126,11,11
1.0645579128727913,0.6402792141107387,-0.6568036304375773,121187.47190190839,2010-02-12,54.5,85.5,hold_until_gspc_open_above_prev_close_sma200,0,0,0,0.0,127,126,11,11
1.0645579128727913,0.6402792141107387,-0.6568036304375773,121187.47190190839,2010-02-12,54.5,86.0,hold_until_gspc_open_above_prev_close_sma200,0,0,0,0.0,127,126,11,11
1.0645579128727913,0.6402792141107387,-0.6568036304375773,121187.47190190839,2010-02-12,54.5,86.5,hold_until_gspc_open_above_prev_close_sma200,0,0,0,0.0,127,126,11,11
1.0645579128727913,0.6402792141107387,-0.6568036304375773,121187.47190190839,2010-02-12,54.5,87.0,hold_until_gspc_open_above_prev_close_sma200,0,0,0,0.0,127,126,11,11
1.0645579128727913,0.6402792141107387,-0.6568036304375773,121187.47190190839,2010-02-12,54.5,87.5,hold_until_gspc_open_above_prev_close_sma200,0,0,0,0.0,127,126,11,11
1.0645579128727913,0.6402792141107387,-0.6568036304375773,121187.47190190839,2010-02-12,54.5,88.0,hold_until_gspc_open_above_prev_close_sma200,0,0,0,0.0,127,126,11,11
1.0645579128727913,0.6402792141107387,-0.6568036304375773,121187.47190190839,2010-02-12,54.5,88.5,hold_until_gspc_open_above_prev_close_sma200,0,0,0,0.0,127,126,11,11
1.0645579128727913,0.6402792141107387,-0.6568036304375773,121187.47190190839,2010-02-12,54.5,89.0,hold_until_gspc_open_above_prev_close_sma200,0,0,0,0.0,127,126,11,11
1.0645579128727913,0.6402792141107387,-0.6568036304375773,121187.47190190839,2010-02-12,54.5,89.5,hold_until_gspc_open_above_prev_close_sma200,0,0,0,0.0,127,126,11,11
1.0645579128727913,0.6402792141107387,-0.6568036304375773,121187.47190190839,2010-02-12,54.5,90.0,hold_until_gspc_open_above_prev_close_sma200,0,0,0,0.0,127,126,11,11
1.0645579128727913,0.6402792141107387,-0.6568036304375773,121187.47190190839,2010-02-12,54.5,90.5,hold_until_gspc_open_above_prev_close_sma200,0,0,0,0.0,127,126,11,11
1.0645579128727913,0.6402792141107387,-0.6568036304375773,121187.47190190839,2010-02-12,54.5,91.0,hold_until_gspc_open_above_prev_close_sma200,0,0,0,0.0,127,126,11,11
1.0645579128727913,0.6402792141107387,-0.6568036304375773,121187.47190190839,2010-02-12,54.5,91.5,hold_until_gspc_open_above_prev_close_sma200,0,0,0,0.0,127,126,11,11
1.0645579128727913,0.6402792141107387,-0.6568036304375773,121187.47190190839,2010-02-12,54.5,92.0,hold_until_gspc_open_above_prev_close_sma200,0,0,0,0.0,127,126,11,11
1.0645579128727913,0.6402792141107387,-0.6568036304375773,121187.47190190839,2010-02-12,54.5,92.5,hold_until_gspc_open_above_prev_close_sma200,0,0,0,0.0,127,126,11,11
1.0645579128727913,0.6402792141107387,-0.6568036304375773,121187.47190190839,2010-02-12,54.5,93.0,hold_until_gspc_open_above_prev_close_sma200,0,0,0,0.0,127,126,11,11
1.0645579128727913,0.6402792141107387,-0.6568036304375773,121187.47190190839,2010-02-12,54.5,93.5,hold_until_gspc_open_above_prev_close_sma200,0,0,0,0.0,127,126,11,11
1.0645579128727913,0.6402792141107387,-0.6568036304375773,121187.47190190839,2010-02-12,54.5,94.0,hold_until_gspc_open_above_prev_close_sma200,0,0,0,0.0,127,126,11,11
1.0645579128727913,0.6402792141107387,-0.6568036304375773,121187.47190190839,2010-02-12,54.5,94.5,hold_until_gspc_open_above_prev_close_sma200,0,0,0,0.0,127,126,11,11
1.0645579128727913,0.6402792141107387,-0.6568036304375773,121187.47190190839,2010-02-12,54.5,95.0,hold_until_gspc_open_above_prev_close_sma200,0,0,0,0.0,127,126,11,11
